,refs-en,refs-fa
88," Its Nook Color had some tablet-like features, attracting customers that were not ready to pay up for a full-blown tablet, and its touchscreen reader was launched in May, months ahead of Amazon's Kindle Touch.
",نوک کالر آن دارای برخی از ویژگی‌های شبیه تبلت است، مشتریانی را جذب می‌کند که برای پرداخت هزینه تبلت کامل، آمادگی ندارند و خواننده لمسی آن در ماه مه و ماهها پیش از کیندل تاچ آمازون راه‌اندازی شد.
89,"
Barnes & Noble shares were down 2.4 percent to $11.33 in afternoon trading on the New York Stock Exchange.

",سهام بارنز اند نوبل در تجارت بعد  از ظهری در بازار بورس نیویورک با کاهش 4/2 درصدی به 33/11 دلار رسید.
90," The stock slumped on September 28 after Amazon unveiled its tablet at a lower price than Barnes & Noble's top e-reader at the time, the Nook Color.",سهام این شرکت در 28 سپتامبر و بعد از آن‌ کاهش یافت که آمازون تبلت خود را با قیمت کمتری از خواننده الکترونیکی برتر بارنز اند نوبل یعنی نوک کالر، عرضه کرد.
91,"Despite entering the e-reader market two years after Amazon did, Barnes & Noble has held its own.
",بارنز اند نوبل با وجود این‌که دو سال بعد از آمازون وارد بازار خواننده الکترونیکی شده‌است اما سهم خود را نگهداشته است.
92," Its Nook Color had some tablet-like features, attracting customers that were not ready to pay up for a full-blown tablet, and its touchscreen reader was launched in May, months ahead of Amazon's Kindle Touch.
",نوک کالر آن دارای برخی از ویژگی‌های شبیه تبلت است، مشتریانی را جذب می‌کند که برای پرداخت هزینه تبلت کامل، آمادگی ندارند و خواننده لمسی آن در ماه مه و ماهها پیش از کیندل تاچ آمازون راه‌اندازی شد.
93,Barnes & Noble shares were down 2.4 percent to $11.33 in afternoon trading on the New York Stock Exchange.,سهام بارنز اند نوبل در تجارت بعد  از ظهری در بازار بورس نیویورک با کاهش 4/2 درصدی به 33/11 دلار رسید.
94," The stock slumped on September 28 after Amazon unveiled its tablet at a lower price than Barnes & Noble's top e-reader at the time, the Nook Color.",سهام این شرکت در 28 سپتامبر و بعد از آن‌ کاهش یافت که آمازون تبلت خود را با قیمت کمتری از خواننده الکترونیکی برتر بارنز اند نوبل یعنی نوک کالر، عرضه کرد.
95,"""This keeps Barnes & Noble shoppers loyal, and the 'light' tablet segment is still growing,"" said Morningstar analyst Peter Wahlstrom, referring to tablets less expensive than Apple Inc's iPad.",پیتر وهلستروم تحلیلگر مورنینگ استار با اشاره به تبلت‌های ارزانتر از آی‌پد شرکت اپل می‌گوید:«این امر خریداران بارنز اند نوبل را وفادار می‌کند و بخش تبلت «سبک» هنوز در حال رشد است.»
96," ""Barnes & Noble doesn't want a price war, and this bolsters its image as a seller of premium products.""
",«بارنز اند نوبل خواهان جنگ قیمت نیست و این امر وجهه آن به عنوان فروشنده محصولات عالی را تقویت می‌کند.»
97,"Engadget's Stevens predicted that consumers of both devices ""will stick to their party lines.""",انگادگتز استیونز پیش بینی کرد که مشتریان هر دو وسیله «به خطوط گروه خودشان، بچسبند.»
98,"
Barnes & Noble did lower prices on some devices, a tacit recognition of the pressure Amazon put on it in September, when it slashed the price on its basic Kindle and introduced a screen touch reader that was cheaper than Barnes & Noble's.
",بارنز اند نوبل، قیمت‌ برخی از وسایل خود را پایین آورد و به صورت ضمنی، به فشاری که آمازون در ماه سپتامبر بر آن وارد آورد، اعتراف کرد. این فشار همان کاهش قیمت کیندل خود و معرفی خواننده لمسی ارزانتر از محصول بارنز اند نوبل بود. 
99,"Barnes & Noble on Monday cut the price of the Nook Color to $199 from $249. But that raised the threat of Nook devices cannibalizing each other.
",بارنز اند نوبل در روز دوشنبه، قیمت نوک کالر را از 199 دلار به 249 دلار رساندند. اما این امر تهدید محصولات نوک علیه همدیگر را افزایش داد.
